MATERIAL_NUMBER,MATERIAL_DESCRIPTION
000000007216670529,B12 E2G 300 PT2
000000007305010529,POSTN V2 Elecsys R1
000000012041235001,Elecsys HCG+B Calibrator high
000000009607471001,Cort Gen3 Elecsys CalCheck F3 Urin
000000005447674001,ALD Uv TC F3 10123838 Substrat
000000004914457001,PROBNP Gen2 Elecsys Cal 1
000000008709840001,EBV EBNA IgG Elecsys Ctr 1
000000008694010529,PC EBV-M-G Elecsys Level 1
000000007233906529,TOXO IGG E2G 300 R2
000000012237075001,DHEAS Elecsys Cal 1
000000003139859001,<HCV> Elecsys Ctr 2
000000010787981001,PPU Reflo 2 ml
000000009607544529,TSH E2G 100 R1 V2
000000008143820001,PIVKA-II E2G 300 R1
000000007234856529,HSV-2 IGG E2G 100 R2
000000007746890001,tTau Elecsys CalCheck F5
000000007564333001,Vit.D total Gen2 Elecsys CalCheck F1
000000007217374001,FOLATE Gen3 E2G 300 R2
000000009343997001,<HBc> G2 quant Elecsys Cal 1
000000009232150001,AFP Elecsys R2 V2
000000004680197529,TOXO IGM Elecsys Cal 1
000000007171986001,E2 Gen3 Elecsys CalCheck F3
000000004799607001,RUBELLA IGG Elecsys Ctr 1
000000007216823001,CA 19-9 E2G 300 R1
000000007234481529,GDF-15 E2G 100 R1
000000009669868001,iISD cobas MS Lead Cal F0
000000009120629001,HSV-1 IGG E2G 100 R2 V2
000000007202253001,B12 Elecsys R1 V2
000000007371985001,CellCheck Gen2 E2G
000000008115745001,HIV COMBI PT Elecsys R2 (200er)
000000009658246001,iIC cobas MS Level 5
000000007359896001,pTau Elecsys R1
000000006518702001,CT Elecsys CalCheck F5
000000011897080001,HBsAg Elecsys Con F2
000000005092329001,TROP-T Gen.5 Elecsys CalCheck F2
000000007230982529,<HAV>IGM E2G 300 R2
000000011487540001,PN-HBA1C F-oSw K-Stand
000000007234686001,HGH E2G 100 R2
000000009031987001,<HEV> IgM Elecsys Cal 1
000000011783432001,Elecsys PrecicControl TSH
000000009601490001,ApoE4 Elecsys Ctr 2
000000006887538001,AMH Elecsys CalCheck F5
000000007350503001,GDF-15 Elecsys CalCheck F3
000000008768340529,ASD Elecsys CalCheck F5
000000010119598001,TP FT MPR3 F1 124281 Biuret
000000007734620001,CRP QC-Serum HS F2
000000008329036529,HCV Duo M1 Elecsys Cal 2
000000010599561529,Lyme IgM E2G 300 R2
000000007551614001,Vit.D total Gen2 Elecsys MK F3
000000008171629529,IGFBP-3 Elecsys MK F1
000000010477504529,<HDV> E2G 100 R1
000000006592821529,CYFRA Elecsys CalCheck F4
000000010674687967,NPTX 2 cRUO E2G 100 R1
000000010435640529,<TG> Elecsys MK F4 V2
000000008228507001,PTH Gen2 Elecsys MK F1
000000009874267001,CA 50 Elecsys MK F4
000000011753711001,HCG Elecsys F2 ML
000000007564368529,Vit.D total Gen2 Elecsys CalCheck F4
000000007231075001,HBSAG Gen2 E2G 100 R2
000000011832883001,Elecsys B12 R1
000000008768498529,PC MC Gen2 Elecsys Level 1
000000009129049529,Vit.D total Gen3 Elecsys MK F6
000000005090458001,PCT Elecsys MK F1
000000009487115529,Syphilis Elecsys Ctr 2 lq
000000007946295001,PCT Elecsys IKP F11 QC
000000007469675529,SA Coat-Bead Elecsys IGF-1
000000003370640001,SHBG Elecsys F5 ML
000000007231873529,PROL Gen2.1 E2G 300 R2
000000005996767001,IGE Elecsys CalCheck F5
000000010674121967,NPTX 2 cRUO Elecsys Ctr 2
000000007360401001,tTau Elecsys MK F5
000000007955804529,FT4 Gen3 Elecsys R2
000000007216831529,CA 19-9 E2G 100 R2
000000010286008529,pT217p Elecsys Ctr 2
000000009632492529,TNT Gen6 Elecsys CalCheck F5
000000008495769529,<HBs> Gen2 Elecsys R1 (200er) V2
000000008228965529,PTH Gen2 Elecsys MK F2
000000010674440967,Ab42p cRUO Elecsys Bulk Ctr 2
000000009013105529,sBCMA Elecsys R1
000000007358571001,pTau Elecsys MK F5
000000010653434529,<TPO> Gen3 Elecsys Cal 1
000000008303304529,PROG Elecsys Diluent 35 ml
000000008178593529,Zika IgG Elecsys R2
000000008245720529,Zika IgG Elecsys Cal 2
000000011837095001,Freies PSA Elecsys F5 ML
000000003044564001,CA 15-3 Gen2 Elecsys F6 ML
000000012040433001,HCG+B Elecsys F1 ML
000000003139921001,<HCV> Elecsys F5 ML
000000009811036529,iTDM-B Cobas MS LeadCal F6
000000008779376529,AFP-L3 E2G 100 PT1
000000012047543001,PROG Gen2 Elecsys F4 ML
000000005034086529,<CMV> IGG Elecsys R2
000000009556869529,LH Elecsys CalCheck F3 V2
000000003011429001,Digoxin Elecsys ML3
000000009123091529,FT3 Gen3 E2G 300 R1 V2
000000009759018529,Dengue IgG E2G 100 R1
000000009734961529,GDF-15 RxDx Elecsys Ctr 2
000000009608818529,T4 Gen2 E2G 100 R2 V2
000000010674334967,YKL 40 cRUO Elecsys Cal 2
000000003333205001,FT3 Gen2 Elecsys R2
000000008507384529,ASD E2G 100 R2
000000010674148967,NPTX 2 cRUO Elecsys MVR Sto-Lsg MK
000000006885632529,PC HIV Gen2 Elecsys Level 5
000000010036427001,Dengue AG Elecsys MK F1
000000007564350529,Vit.D total Gen2 Elecsys CalCheck F3
000000009744894529,pT181p Elecsys Cal 2
000000008495858529,<HBs> Gen2 E2G 300 R2 RT V2
000000011837079001,Freies PSA Elecsys F3 ML
000000007123426529,HBsAG Gen2 Quant Gen2 Elecsys Ctr 1
000000008779406529,AFP-L3 E2G 100 R2
000000007232659001,FREE HCGB E2G 300 R1
000000007936877001,Parvo B19 Elecsys Ctr 1
000000009393307001,CA 242 Elecsys MK F3
000000004989538529,<HBC> Gen2.1 Elecsys Ctr2
000000010435674529,<TG> Elecsys MK F5 V2
000000009606947529,Cort Gen3 Elecsys CalCheck F2 Serum
000000007955847529,FT4 Gen3 E2G 300 R1
000000008431230001,Biotin MK F4
000000009486534529,<HBC> Gen2.1 Elecsys Release Control
000000005177740001,TG Elecsys Hook Probe
000000009351698529,SARS-CoV-2 Ag E2G 300 R1
000000008774617529,free PSA II E2G 300 R1 V2
000000007230605529,CORT Gen2 E2G 100 R1
000000005117232529,PreciControl ClinChem Multi 2 Fl-oSW
000000005094283001,TROPONIN I Elecsys MK F2
000000010674474967,Ab42p cRUO Elecsys MVR 0-Stand MK
000000009021701001,<HEV> IgG Elecsys MK F5
000000003011402001,Digoxin Elecsys ML2
000000009843728001,NFL Elecsys MK F1
000000009902856529,Lyme IgG Elecsys Cal 1
000000011837052001,Freies PSA Elecsys F2 ML
000000010286547001,pT217p Elecsys MK F2
000000007551622001,Vit.D total Gen2 Elecsys MK F4
000000012205785001,NSE Elecsys F1 ML
000000008495858001,<HBs> Gen2 E2G 300 R2 RT V2
000000009085025001,PRO-C3 Elecsys MK F3
000000011857991001,HCG Elecsys F10 ML
000000007233108001,PAPP-A E2G 100 R2
000000009397582001,Cort Gen3 Elecsys MK F4 Urin
000000003045030529,<TG> Elecsys R2
000000008774501529,PSA E2G 300 R1 V2
000000008259607529,Zika IgG Elecsys MK F2
000000008120587529,B-CL Elecsys CalCheck F3
000000008806527529,AFP-L3 Elecsys MK F6
000000009874232529,CA 50 Elecsys MK F2
000000003044530001,CA 15-3 Gen2 Elecsys F3 ML
000000009129936529,Vit.D total Gen3 Elecsys CC F1
000000009744690529,pT181p Elecsys CalCheck F3
000000010674466967,Ab42p cRUO Elecsys Ctr 2
000000004830245001,<TPO> GEN2 Elecsys MK F2
000000009687858529,iTDM-C cobas MS LeadCal F0
000000011889575001,TROP-T-S CC Cal neg./ Level 1
000000003140296001,P1NP Elecsys Cal 2
000000004962559001,<TSHR> Elecsys R2
000000012205700001,Elecsys NSE  R2
000000010673800967,YKL 40 cRUO E2G 100 R2
000000005101212529,IL-6 Elecsys CalCheck F2
000000003139883001,<HCV> Elecsys F1 ML
000000004681371001,PROL Gen2 Elecsys F1 ML
000000009311831529,<HCV> Gen2 Elecsys Cal 1 V2
000000007469551529,IGF-1 Elecsys MK F1
000000007231954001,TROPONIN-T Gen3 E2G 300 R2
000000008302383001,HGH Elecsys Hook Probe
000000009397922529,Cort Gen3 Elecsys Ctr 1 Urin
000000007564341529,Vit.D total Gen2 Elecsys CalCheck F2
000000009843744001,NFL Elecsys MK F2
000000003333248001,FT3 Gen2 Elecsys F2 ML
000000010679786967,YKL 40 cRUO Elecsys Ctr 2
000000006512470001,proGRP Elecsys MK F4
000000005343640529,TESTO Gen2 Elecsys R2
000000008431248529,Biotin MK F5
000000009449477001,PCT Gen2 Elecsys IKP F13
000000009393323529,CA 242 Elecsys MK F5
000000006512291529,Cort Gen2 Elecsys Urin Ctr 2
000000008905002001,IgE Elecsys Hook Probe
000000005092175001,TROP-T HS Elecsys IKP F1
000000009535055529,IFNg Elecsys CalCheck F3
000000010674016967,NPTX 2 cRUO Elecsys Bulk Cal 1
000000009685189529,PG II Elecsys MK F1
000000009723811001,sTREM-1 Elecsys MK F1
000000009557032529,LH Elecsys ML F5 V2
000000005090504001,PCT Elecsys MK F4
000000011968394001,HBeAG Elecsys F5 ML
000000009734821529,GDF-15 RxDx Elecsys CalCheck F5
000000007359900001,pTau Elecsys R2
000000010036460001,Dengue AG Elecsys MK F5
000000009932771529,Dengue AG Elecsys Cal 2
000000007967179529,<p53> E2G 100 R1
000000008768501529,PC MC Gen2 Elecsys Level 2
000000010435682529,<TG> Elecsys MK F6 V2
000000008754462529,HCV Duo M1 Elecsys MK F5
000000009219544529,Anti-SARS-CoV-2 Elecsys Ctr 1
000000009867210529,Gastrin 17 Elecsys MK F4
000000009609636529,CEA Gen2 E2G 100 R1
000000009051180529,CT E2G 100 R2 V2
000000009950419529,Dengue AG E2G 100 R1
000000009393404529,CA 242 E2G 100 R1
000000009129014001,Vit.D total Gen3 Elecsys MK F5
000000007747349529,pTau Elecsys CC F5
000000012137224001,CA 19-9 Elecsys F3 ML
000000011746448001,Elecsys CK-MB R2
000000005101077001,IL6 Elecsys MK F8
000000008395276001,IGFBP-3 Elecsys Hook Probe
000000005898528001,CK-MB Gen4 Elecsys MK F1
000000003140156001,HBsAg Elecsys F2 IKP
000000009607455529,Cort Gen3 Elecsys CalCheck F1  Urin
000000007546564529,Chagas Elecsys R2 (200er)
000000008754454529,HCV Duo M1 Elecsys MK F4
000000012137445001,HIV-COMBI Elecsys F2 ML
000000012137267001,CA 19-9 Elecsys F6 ML
000000007360380001,tTau Elecsys MK F4
000000008368864529,EBV IgM Elecsys R1
000000009398287001,Cort Gen3 Elecsys MK F1 Serum
000000009396110529,Cort Gen3 Elecsys MK F2 Speichel
000000006512330529,proGRP Elecsys R2
000000009051201529,CA 72-4 Elecsys R2 V2
000000007900333529,Active B12 Elecsys Cal 2
000000006426018001,E2 Gen2 Elecsys R1 V3
000000007209371529,PCT Elecsys Ctr 1 FoSW
000000007469667529,IGF-1 Elecsys R2
000000009606785529,Cort Gen3 Elecsys CalCheck F3 Speichel
000000005160235529,SFLT1 Elecsys R1
000000009608273529,Anti-SARS-CoV-2 E2G 100 R1
000000004481780529,AFP Gen1.1 Elecsys R1
000000004914589001,PROBNP Gen2 Elecsys F1 MK
000000008923035529,AMH Elecsys R2 V2
000000006518478529,CT Elecsys R1
000000007030177529,<HBs> Gen2 Elecsys R2 (200er)
000000009196048529,<TG> E2G 300 R1 V2
000000007029888529,<HBs> Gen2 Elecsys R2
000000010318414529,Dengue IgM Elecsys MK F5
000000007746822529,tTau Elecsys CalCheck F2
000000007232900529,HTLV E2G 100 R1
000000006863825529,AMH Elecsys Ctr 1
000000007360312529,tTau Elecsys Ctr 2
000000009495401529,TNT Gen6 Elecsys MK F1
000000009393412529,CA 242 E2G 100 R2
000000006863779001,AMH Elecsys Cal 1
000000007232462001,<CMV> IGM E2G 300 R1
000000012214679001,CORT Elecsys V-low
000000004801032001,HBSAG Gen2 Elecsys R1
000000007235283529,proGRP E2G 100 R1
000000005022568001,<CCP> Elecsys CalCheck F4 high
000000005573653001,PTH (1-84) Elecsys R1
000000005089778001,TROP-T Gen4 Elecsys CalCheck F5
000000009123091001,FT3 Gen3 E2G 300 R1 V2
000000012237946001,Elecsys CA 125 Gen2 R1
000000007217293001,FER Gen2 E2G 300 R2
000000010285664967,pT217p PC Elecsys RUO int
000000004568419001,B12 Gen2 Elecsys V-low
000000009669957529,iISD cobas MS Lead Cal F7
000000007235461529,SCC E2G 100 R1
000000007234317001,DIGIT Gen3 E2G 100 R1
000000006980066001,Abeta42 Elecsys CalCheck F1
000000005546966001,FER Elecsys CalCheck F1
000000006512216001,Cort Gen2 Elecsys Cal 1
000000009932763001,Dengue AG Elecsys Cal 1
000000005160286001,SFLT1 Elecsys Cal 2
000000007232217001,<HBe> E2G 300 R1
000000005034116529,<CMV> IGG Elecsys Cal 1
000000009056190001,<TPO> Gen2 Elecsys CalCheck F3
000000005989345001,DIG Elecsys CalCheck F2
000000008368872001,EBV IgM Elecsys R2
000000007231504529,INSULIN E2G 300 R1
000000006347096001,T4 Elecsys CalCheck F2
000000007374143001,<HBC> Gen2.2 Elecsys R2
000000007374135001,<HBC> Gen2.2 Elecsys R1
000000009355693001,SFLT1 Elecsys R2 V2
000000007234597529,HCG STAT II E2G 100 R2
000000007232390529,<CMV> IGG E2G 100 R2
000000009720375529,iTDM-B cobas MS Ctr 2 w/o value
000000009607480001,Cort Gen3 Elecsys CalCheck F4 Urin
000000007123396001,HBsAG Gen2 Quant Gen2 Elecsys Cal 2
000000007217510529,FSH E2G 300 R1
000000009203389001,Anti-SARS-CoV-2 Elecsys R2 (200er)
000000009005358001,proGRP E2G 100 R2 V2
000000009608184001,<TG> E2G 100 R2 V2
000000005089565001,TSH Gen2 Elecsys CalCheck F1
000000009688056001,iTDM-C cobas MS Ctr 2 w/o value
000000003370593001,SHBG Elecsys Cal 2
000000004799518001,RUBELLA IGG Elecsys R1
000000005142695001,PLGF Elecsys Cal 2
000000003045277001,HCG STAT Elecsys Cal 1
000000005094160001,TROPONIN I Elecsys Cal1
000000007233825001,TROPONIN I E2G 300 R2
000000004953932529,<HAV> Gen2.1 Elecsys Cal1
000000009191259001,PRO-C3 Elecsys CalCheck F2
000000008431078529,Biotin Ctr 1
000000008905754001,TG Gen2 Elecsys R2 V2
000000007232721001,HBeAg E2G 100 R1
000000009290079001,SARS-CoV2-S Elecsys R2 (200er)
000000005950163001,HBSAG Gen2 quant Elecsys Diluent RUO
000000007152876001,HTLV Elecsys R1
000000007233256001,RUBELLA IGG E2G 100 R1
000000007230001001,<HBc>IgM E2G 300 R2
000000004546024001,AFP Elecsys R2 (200er)
000000007228252529,TROP-T HS E2G 300 R1
000000008922993001,S100 E2G 100 R2 V2
000000007216505529,<TPO> E2G 300 R2
000000007232381001,<CMV> IGG E2G 300 R1
000000008245614001,Zika IgG Elecsys Ctr 1
000000009487891001,IFNg Elecsys R1 (200er)
000000011752243001,AFP Elecsys V-high
000000011968459001,Elecsys Myoglobin Cal 2
000000004546016001,AFP Elecsys R1 (200er)
000000007231768529,PCT E2G 300 R1
000000007217196529,E2 Gen3 E2G 100 R2
000000009764003001,iTDM-C cobas MS CalCheck F4 w/o value
000000007217773001,HCG+B Gen2 E2G 300 R1
000000007232934529,HTLV E2G 300 R2
000000007660065529,HIV Duo M1 Elecsys Cal 1
000000004711246001,TOXO IGG Elecsys R2
000000006863833001,AMH Elecsys Ctr 2
000000010583347001,iTDM-A MPA cobas MS LeadCal F0 w/o value
000000011920367001,HBsAg Elecsys Ctr 2
000000008955093001,PCT Gen2 Elecsys R2
000000009733698529,iSV Cobas MS LeadCal F7
000000007551754001,Vit.D total Gen2 E2G 300 PT2
000000005877580001,CA 19-9 Elecsys CalCheck F1
000000007218052529,Prog Gen3 E2G 300 R2
000000007242158001,"HBsAG Gen2 Quant E2G Diluent 12,32 ml"
000000009487115001,Syphilis Elecsys Ctr 2 lq
000000008428905001,Biotin E2G 300 R1
000000007218486001,TESTO Gen2 E2G 100 R2
000000005887097001,HIV COMBI PT Elecsys Cal 1
000000008495777001,<HBs> Gen2 Elecsys R2 (200er) V2
000000012237342001,Elecsys DHEAS R1
000000009411259001,Cort Gen3 Elecsys R1
000000004962575001,<TSHR> Elecsys PT1 Loesung
000000008431159529,Biotin Cal 1
000000007234759001,HSV-1 IGG E2G 100 R1
000000007171994001,E2 Gen3 Elecsys CalCheck F4
000000007235364001,S100 E2G 100 R1
000000007250932529,"Ku-Matrix E2G Dil 21,22 ml"
000000008949573001,AFP-L3 Elecsys CalCheck F5
000000006512267001,Cort Gen2 Elecsys Speichel Ctr 1
000000006980082001,Abeta42 Elecsys CalCheck F3
000000006219454001,VIT.D (25-OH) total Elecsys Cal 2
000000007234660529,HGH E2G 100 R1
000000010285656967,pT217p CS Elecsys RUO int
000000007217790529,HCG+B Gen2 E2G 300 R2
000000008694028001,PC EBV-M-G Elecsys Level 2
000000011751956001,T3 Elecsys R1
000000009351787001,SARS-CoV-2 Ag Elecsys Cal 1
000000008762341001,HBsAg Auto Conf Elecsys Ctr
000000009289984001,SARS-CoV2-S Elecsys Ctr 2
000000007233540529,B-CL E2G 100 R2
000000009763988529,iTDM-C cobas MS CalCheck F2 w/o value
000000011836986001,Free PSA Elecsys V-low
000000004856694001,TROP-T Gen4 Elecsys Cal 1
000000010583371001,iTDM-A MPA cobas MS LeadCal F2 w/o value
000000008923175001,IL6 Elecsys R2 V2
000000010285958001,pT217p Elecsys Ctr 1
000000006472923001,<TPO> Gen2 Elecsys Cal 2
000000009085807001,PRO-C3 Elecsys Ctr 1
000000009604855001,iTDM-A Cobas MS LeadCal F3
000000008012091001,<HAV> Gen2.2 Elecsys Ctr 2
000000007232560001,Cyclo E2G 300 R1
000000009764003529,iTDM-C cobas MS CalCheck F4 w/o value
000000010180935529,"PT RBT cobas t SR (B,A,C) 10102985"
000000009763929529,iTDM-A Cobas MS CalCheck F1 w/o value
000000005537410001,PTH Elecsys CalCheck F3
000000009607617001,TROP-T HS E2G 100 R1 V2
000000007233540001,B-CL E2G 100 R2
000000011897519529,Elecsys Anti-HBs Cal 2
000000008922934001,PTH E2G 300 R2 V2
000000008132976529,IGFBP-3 Elecsys CalCheck F1
000000010165529529,cMyBP-C E2G 300 R2
000000009721592529,HIV Duo Gen2 M1 E2G 300 R2
000000005160286529,SFLT1 Elecsys Cal 2
000000009175091529,Chikungunya IgG Elecsys MK F4
000000007217846529,LH E2G 100 R1
000000009351434529,SARS-CoV-2 Ag Elecsys Ctr 1
000000008014051529,<HAV> Gen2.2 Elecsys MK F4
000000010081694529,DHEAS Gen2 Elecsys Cal 1
000000007360134529,tTau Elecsys Cal 1
000000005101026001,IL6 Elecsys MK F4
000000009820884001,<HBs> Gen3 E2G 300 R2 RT
000000005963362001,HGH Elecsys MK F3
000000007469608001,IGF-1 Elecsys MK F6
000000009698302529,SARS-CoV2-S E2G 100 R1
000000009290044001,SARS-CoV2-S Elecsys R1 (200er)
000000009734813529,GDF-15 RxDx Elecsys CalCheck F4
000000004877527001,PAPP-A Elecsys F 6 MK
000000009632433529,TNT Gen6 Elecsys CalCheck F1
000000007955782529,FT4 Gen3 Elecsys R1
000000012151936001,B-CL Elecsys ML 3
000000009393218529,Tacro Elecsys R1 V2
000000011356283001,Cal-fas-prot F-oSw
000000008923434529,T3 Elecsys R2 V2
000000009583815529,TNT Gen6 E2G 300 R1
000000007234562529,HCG STAT II E2G 100 R1
000000007551657001,Vit.D total Gen2 Elecsys MK F6
000000006219543001,VIT.D (25-OH) total Elecsys F6 MK
000000008898359529,<TPO> Gen2 E2G 300 R1
000000009867201529,Gastrin 17 Elecsys MK F3
000000007900279529,Active B12 Elecsys CalCheck F5
000000009085017529,PRO-C3 Elecsys MK F2
000000009014462001,sBCMA Elecsys MK F1
000000007230885001,free PSA II E2G 300 R1
000000007360053529,tTau E2G 100 R2
000000010675365967,YKL 40 cRUO Elecsys Bulk MK F3
000000010674580967,Ab42p cRUO Elecsys MK F3
000000008806454529,AFP-L3 Elecsys MK F2
000000008160627529,PIVKA-II Elecsys MK F1
000000005990742001,HSV-1 IGG Elecsys MK F6
000000009487280529,PC HTLV Elecsys Level 1 lq
000000012214725001,Cortisol Elecsys F9 ML
000000004348044001,C-PEPTIDE Elecsys F7 ML
000000009756396529,Dengue IgG Elecsys MK F2
000000005054150001,<CMV> IGM Elecsys F1 MK
000000008356688529,EBV EBNA IgG Elecsys R2
000000010219424529,TnI hs Elecsys MK F4
000000008850828529,Abeta42 Gen2 Elecsys MK F3
000000005034221001,<CMV> IGG Elecsys F2 MK
000000009557067001,LH Elecsys ML F6 V2
000000008951837529,PCT Gen2 Elecsys Cal 2
000000010653604529,<TPO> Gen3 Elecsys MK F2
000000009607889529,<HCV> Gen2 E2G 100 R1 V2
000000008772371529,ASD Elecsys MK F1
000000008709980001,EBV EBNA IgG Elecsys MK F1
000000009751955529,pT181p E2G 100 R1
000000012015617001,TROPONIN-T Gen3 Elecsys F6 IKP
000000008259593529,Zika IgG Elecsys MK F1
000000009489568529,IFNg Elecsys Cal 1
000000004711548001,TOXO IGM Elecsys F5 ML
000000008132739529,IGFBP-3 Elecsys R2
000000004962656529,PC THYRO AB Elecsys Ctr 2
000000008806489529,AFP-L3 Elecsys MK F4
000000003139557001,Precipath PUC F-OSW.
000000007551606001,Vit.D total Gen2 Elecsys MK F2
000000009398295529,Cort Gen3 Elecsys MK F2 Serum
000000008710627001,EBV EBNA IgG Elecsys MK F4
000000008431205001,Biotin MK F1
000000008495734529,<HBs> Gen2 Elecsys R1 V2
000000010286849529,pT217p Elecsys Cal 2
000000005991188529,HSV-2 IGG Elecsys R2
000000004914627001,PROBNP Gen2 Elecsys F4 MK
000000008160643001,PIVKA-II Elecsys MK F3
000000010219106529,TnI hs Elecsys Ctr 3
000000010481331529,<HDV> Elecsys Cal 1
000000009344748529,<CCP> E2G 100 R1 V2
000000007110278001,SCC Elecsys MK F4
000000011897128001,HBsAg Elecsys F1 ML
000000010219335529,TnI hs Elecsys MK F2
000000009556346001,FSH Elecsys ML F3 V2
000000010286644529,pT217p Elecsys MK F3
000000012040476001,HCG+B Elecsys F4 ML
000000009360832529,sBCMA Elecsys CalCheck F2
000000012213621529,DIGIT Elecsys Cal 1
000000004681746001,ACTH Elecsys F6 MK
000000009128913001,Vit.D total Gen3 Elecsys MK F2
000000007360371001,tTau Elecsys MK F3
000000011302116001,PP-Prot F-oSw
000000008772398529,ASD Elecsys MK F2
000000008922985529,S100 Elecsys R2 V2
000000009051317529,PTH (1-84) Elecsys R2 V2
000000006526551529,TG Gen2 Elecsys R1
000000011968637529,T4 Gen2 Elecsys R2
000000007469594529,IGF-1 Elecsys MK F5
000000009120459529,Syphilis Elecsys R2 V2
000000008495742529,<HBs> Gen2 Elecsys R2 V2
000000008132763529,IGFBP-3 E2G 100 R2
000000010674555967,Ab42p cRUO Elecsys Bulk MK F5
000000008363811529,EBV VCA IgG Elecsys R2
000000007469560001,IGF-1 Elecsys MK F2
000000007232748529,HBeAg E2G 100 R2
000000012047551001,PROG Gen2 Elecsys F5 ML
000000009449531529,PCT Gen2 Elecsys IKP F15
000000007187882001,Prog Gen3 Elecsys MK F5
000000009896350529,Dengue IgM E2G 100 R1
000000006915868001,Syphilis Elecsys MK F1
000000009289887529,SARS-CoV2-S Elecsys Cal 1
000000007304978001,POSTN V2 Elecsys MK F3
000000009556354001,FSH Elecsys ML F4 V2
000000011897187001,HBsAg Elecsys F6 ML
000000007110146529,SCC Elecsys Cal 1
000000009556320529,FSH Elecsys ML F1 V2
000000010367172529,<HEV> IgM Elecsys Cal 1 V2
000000009486500001,<HCV> Elecsys Release Control
000000008774625001,free PSA II E2G 300 R2 V2
000000011866460001,Cyfra Elecsys F4 ML
000000003115143001,P1NP Elecsys F6 ML
000000011968262529,Elecsys HBeAg R2
000000012047519001,PROG Gen2 Elecsys F1 ML
000000004869249001,FREE HCGB Elecsys MK F1
000000010674385967,Ab42p cRUO Elecsys Bulk Cal 2
000000009606181529,ApoE4 Elecsys MK F4
000000007229976529,<HBc>IgM E2G 100 R1
000000008852103529,PAPP-A E2G 100 R2 V2
000000009024085529,Chikungunya IgG E2G 100 R2
000000007356854001,ISD-E Elecsys CalCheck F4 - no Launch
000000008806438529,AFP-L3 Elecsys MK F1
000000009608257529,Active B12 E2G 100 R2 V2
000000009751866001,pT181p Elecsys MK F1
